FILE_VERSION	2.0.0
NO_OF_FRAMES	4294
NO_OF_CAMERAS	0
NO_OF_MARKERS	4
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2026-03-25, 10:44:47.949	1774431887.94957900
DATA_INCLUDED	3D_ACCELERATION
MARKER_NAMES	RWristIn	LWristIn	RAnkleOut	LAnkleOut
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured
Frame	Time	RWristIn X	RWristIn Y	RWristIn Z	LWristIn X	LWristIn Y	LWristIn Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z
1	0.00000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0038	-0.0026
2	0.00000	0.0000	0.0000	0.0000	0.0370	0.3077	-0.1153	-0.0023	0.0103	0.0044	-0.0034	0.0053	-0.0066
3	0.01000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4	0.02071	0.0000	0.0000	0.0000	0.0534	0.1126	-0.3022	-0.0031	0.0058	0.0028	-0.0006	0.0042	-0.0051
5	0.03081	0.0000	0.0000	0.0000	0.0359	-0.0692	-0.3860	-0.0090	0.0079	-0.0002	-0.0050	0.0076	-0.0039
6	0.04372	0.0000	0.0000	0.0000	0.0236	-0.0143	-0.4246	-0.0046	0.0107	0.0048	-0.0051	-0.0001	-0.0054
7	0.04717	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0034	0.0020	0.0069	-0.0051	0.0054	-0.0041
8	0.05370	0.0000	0.0000	0.0000	-0.0196	0.0972	-0.3821	-0.0013	0.0056	0.0039	0.0007	0.0050	-0.0063
9	0.06598	0.0000	0.0000	0.0000	-0.0618	0.1690	-0.3377	0.0001	0.0042	0.0038	0.0035	0.0061	-0.0021
10	0.07605	0.0000	0.0000	0.0000	0.0900	0.2431	-0.2812	0.0014	-0.0010	0.0024	0.0085	0.0043	0.0001
11	0.08851	0.0000	0.0000	0.0000	0.1065	0.1153	-0.2495	0.0029	0.0055	0.0037	0.0049	0.0047	-0.0045
