FILE_VERSION	2.0.0
NO_OF_FRAMES	3621
NO_OF_CAMERAS	0
NO_OF_MARKERS	4
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2026-03-25, 10:44:47.809	1774431887.80923796
DATA_INCLUDED	3D_ACCELERATION
MARKER_NAMES	RWristIn	LWristIn	RAnkleOut	LAnkleOut
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured
Frame	Time	RWristIn X	RWristIn Y	RWristIn Z	LWristIn X	LWristIn Y	LWristIn Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z
1	0.00000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2	0.00000	0.0000	0.0000	0.0000	0.0005	0.0135	0.0019	-0.0069	-0.0105	0.0076	-0.0005	-0.0093	0.0071
3	0.01000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4	0.01851	0.0000	0.0000	0.0000	-0.0046	0.0123	0.0002	-0.0084	-0.0086	0.0067	-0.0005	-0.0042	0.0074
5	0.02902	0.0000	0.0000	0.0000	0.0041	-0.0022	-0.0036	-0.0063	-0.0141	0.0030	0.0002	-0.0087	0.0019
6	0.04172	0.0000	0.0000	0.0000	-0.0026	-0.0031	-0.0047	-0.0064	-0.0130	0.0007	0.0002	-0.0058	0.0007
7	0.05165	0.0000	0.0000	0.0000	-0.0073	0.0004	0.0036	-0.0115	-0.0111	-0.0031	-0.0022	-0.0042	0.0068
8	0.06395	0.0000	0.0000	0.0000	0.0022	-0.0020	-0.0022	-0.0138	-0.0143	-0.0053	-0.0058	-0.0013	0.0048
9	0.07396	0.0000	0.0000	0.0000	-0.0004	0.0008	0.0062	-0.0027	-0.0054	-0.0134	-0.0029	-0.0005	0.0052
10	0.08426	0.0000	0.0000	0.0000	0.0003	0.0064	0.0023	-0.0073	-0.0091	-0.0047	-0.0038	-0.0055	0.0091
11	0.09668	0.0000	0.0000	0.0000	-0.0041	0.0134	0.0005	-0.0058	-0.0051	-0.0070	0.0012	-0.0084	0.0073
12	0.09881	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0008	-0.0077	-0.0034	-0.0024	-0.0040	0.0052
13	0.10701	0.0000	0.0000	0.0000	-0.0021	0.0138	0.0026	-0.0009	-0.0079	-0.0042	-0.0068	-0.0097	0.0018
14	0.11892	0.0000	0.0000	0.0000	-0.0021	0.0157	0.0016	-0.0015	0.0042	-0.0016	-0.0003	-0.0075	0.0044
15	0.12862	0.0000	0.0000	0.0000	-0.0015	0.0128	0.0004	-0.0033	-0.0084	0.0004	0.0019	-0.0061	0.0032
16	0.14058	0.0000	0.0000	0.0000	-0.0008	0.0123	0.0023	-0.0004	-0.0117	-0.0093	-0.0002	-0.0009	0.0011
17	0.15412	0.0000	0.0000	0.0000	-0.0008	0.0133	0.0013	-0.0003	-0.0018	-0.0096	-0.0047	-0.0008	0.0056
18	0.16255	0.0000	0.0000	0.0000	0.0014	0.0106	0.0025	0.0040	-0.0027	-0.0040	0.0010	-0.0015	0.0073
19	0.17386	0.0000	0.0000	0.0000	0.0016	0.0115	-0.0051	0.0083	-0.0061	-0.0158	0.0026	-0.0045	-0.0019
20	0.18386	0.0000	0.0000	0.0000	-0.0049	0.0094	-0.0048	0.0060	-0.0031	0.0014	0.0003	-0.0021	0.0047
21	0.19648	0.0000	0.0000	0.0000	-0.0063	0.0073	-0.0044	0.0054	0.0025	-0.0120	-0.0012	-0.0035	0.0042
22	0.19844	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0039	0.0031	-0.0079	-0.0005	-0.0091	0.0066
23	0.20665	0.0000	0.0000	0.0000	-0.0085	0.0117	-0.0033	0.0096	-0.0022	-0.0087	-0.0019	-0.0003	0.0066
24	0.21920	0.0000	0.0000	0.0000	-0.0055	0.0103	-0.0028	0.0083	0.0050	-0.0119	0.0023	-0.0083	0.0062
25	0.22899	0.0000	0.0000	0.0000	-0.0082	0.0154	-0.0027	0.0090	0.0034	-0.0179	0.0025	0.0026	0.0011
26	0.24077	0.0000	0.0000	0.0000	-0.0096	0.0125	-0.0024	0.0177	0.0024	-0.0157	0.0010	0.0020	0.0013
27	0.25075	0.0000	0.0000	0.0000	-0.0108	0.0125	-0.0107	0.0009	0.0049	-0.0125	0.0032	-0.0024	-0.0028
28	0.26393	0.0000	0.0000	0.0000	-0.0100	0.0090	-0.0102	0.0148	0.0068	-0.0162	0.0002	-0.0043	0.0009
29	0.27279	0.0000	0.0000	0.0000	-0.0079	0.0106	-0.0068	0.0067	0.0026	-0.0085	-0.0013	-0.0041	0.0069
30	0.28303	0.0000	0.0000	0.0000	-0.0097	0.0063	-0.0180	0.0073	-0.0016	-0.0036	0.0039	0.0011	0.0041
31	0.29641	0.0000	0.0000	0.0000	-0.0047	0.0043	-0.0166	-0.0030	-0.0043	-0.0025	0.0044	-0.0110	0.0089
32	0.29855	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	-0.0115	-0.0006	-0.0006	0.0076	0.0153
33	0.30630	0.0000	0.0000	0.0000	-0.0010	0.0082	-0.0175	-0.0030	-0.0084	-0.0039	0.0038	-0.0004	0.0047
34	0.32017	0.0000	0.0000	0.0000	-0.0019	0.0078	-0.0134	-0.0133	-0.0131	-0.0014	0.0037	-0.0075	0.0072
35	0.32851	0.0000	0.0000	0.0000	-0.0005	0.0068	-0.0118	-0.0133	-0.0137	-0.0068	-0.0005	-0.0052	0.0000
36	0.34110	0.0000	0.0000	0.0000	-0.0005	0.0092	-0.0121	-0.0052	-0.0107	-0.0013	-0.0021	-0.0020	0.0082
37	0.35111	0.0000	0.0000	0.0000	0.0031	0.0057	-0.0086	-0.0185	-0.0168	-0.0010	0.0008	-0.0077	0.0064
38	0.36324	0.0000	0.0000	0.0000	0.0005	0.0086	-0.0162	-0.0133	-0.0147	-0.0078	-0.0037	-0.0053	0.0123
39	0.37319	0.0000	0.0000	0.0000	0.0026	0.0058	-0.0133	-0.0110	-0.0073	0.0006	-0.0050	-0.0060	0.0023
40	0.38308	0.0000	0.0000	0.0000	-0.0001	0.0101	-0.0193	-0.0030	-0.0111	-0.0061	-0.0008	-0.0096	0.0071
41	0.39600	0.0000	0.0000	0.0000	-0.0015	0.0122	-0.0195	-0.0030	-0.0111	-0.0042	0.0043	-0.0060	0.0066
42	0.40615	0.0000	0.0000	0.0000	-0.0058	0.0106	-0.0169	-0.0074	-0.0052	-0.0002	0.0044	-0.0016	0.0010
43	0.41605	0.0000	0.0000	0.0000	-0.0022	0.0084	-0.0134	-0.0089	-0.0081	-0.0005	0.0006	-0.0053	-0.0002
