FILE_VERSION	2.0.0
NO_OF_FRAMES	3604
NO_OF_CAMERAS	0
NO_OF_MARKERS	4
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2026-03-25, 10:44:47.219	1774431887.21998405
DATA_INCLUDED	3D_ACCELERATION
MARKER_NAMES	RWristIn	LWristIn	RAnkleOut	LAnkleOut
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured
Frame	Time	RWristIn X	RWristIn Y	RWristIn Z	LWristIn X	LWristIn Y	LWristIn Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z
1	0.00000	0.0000	0.0000	0.0000	0.0941	0.0155	0.0299	-0.0031	0.0046	0.0007	-0.0032	0.0022	0.0060
2	0.01207	0.0000	0.0000	0.0000	0.0693	0.0054	0.0260	-0.0012	-0.0003	0.0078	-0.0041	-0.0008	0.0067
3	0.02207	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4	0.02255	0.0000	0.0000	0.0000	0.0474	-0.0534	0.0722	-0.0021	-0.0103	0.0065	0.0011	0.0056	0.0066
5	0.03442	0.0000	0.0000	0.0000	0.0435	-0.0708	0.0915	0.0036	-0.0132	-0.0022	0.0084	0.0083	0.0037
6	0.04381	0.0000	0.0000	0.0000	-0.0019	-0.0945	0.1132	0.0051	-0.0065	0.0020	0.0040	0.0060	-0.0015
7	0.05639	0.0000	0.0000	0.0000	0.0004	-0.0841	0.1021	0.0015	-0.0049	0.0019	-0.0013	-0.0034	0.0035
8	0.06622	0.0000	0.0000	0.0000	-0.0420	0.0259	0.1047	0.0014	-0.0092	-0.0004	-0.0015	-0.0099	0.0087
9	0.07712	0.0000	0.0000	0.0000	-0.0184	0.1112	0.0675	-0.0022	-0.0055	0.0002	0.0093	0.0245	-0.0070
10	0.08884	0.0000	0.0000	0.0000	0.0128	0.0981	0.0945	-0.0007	-0.0004	0.0009	0.0000	0.0000	0.0000
11	0.09887	0.0000	0.0000	0.0000	-0.0511	0.0835	0.0862	0.0050	-0.0122	-0.0041	0.0114	0.0309	-0.0070
12	0.10634	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0037	-0.0079	-0.0092	0.0078	0.0226	-0.0178
13	0.11156	0.0000	0.0000	0.0000	-0.0490	0.0982	0.0876	0.0058	-0.0131	-0.0055	0.0091	0.0138	-0.0125
14	0.12199	0.0000	0.0000	0.0000	-0.0198	0.0474	0.0600	-0.0034	0.0037	0.0015	-0.0028	-0.0043	-0.0082
15	0.13379	0.0000	0.0000	0.0000	-0.0107	-0.0009	0.0435	-0.0005	-0.0031	-0.0049	0.0006	-0.0036	0.0006
16	0.14352	0.0000	0.0000	0.0000	-0.0147	0.0203	0.0768	-0.0019	0.0020	-0.0006	-0.0024	-0.0008	0.0048
17	0.15537	0.0000	0.0000	0.0000	0.0347	-0.0098	0.0465	0.0016	-0.0068	-0.0005	-0.0018	0.0021	0.0112
18	0.16711	0.0000	0.0000	0.0000	0.0561	-0.0885	0.0782	-0.0013	-0.0038	-0.0012	0.0033	0.0077	0.0096
19	0.17709	0.0000	0.0000	0.0000	0.0377	0.0652	0.1045	0.0017	-0.0039	-0.0085	0.0033	0.0067	0.0008
20	0.18927	0.0000	0.0000	0.0000	0.0236	0.2188	0.1253	-0.0043	-0.0088	-0.0012	0.0070	0.0058	-0.0021
21	0.19834	0.0000	0.0000	0.0000	0.0246	0.2837	0.1032	-0.0049	0.0007	-0.0020	-0.0011	-0.0016	-0.0051
22	0.20649	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0074	-0.0060	0.0011	-0.0020	0.0020	0.0021
23	0.21135	0.0000	0.0000	0.0000	-0.0337	0.1842	0.0718	0.0031	-0.0000	0.0047	0.0052	-0.0004	0.0023
24	0.22209	0.0000	0.0000	0.0000	-0.0681	0.1640	0.0503	0.0016	0.0000	0.0062	-0.0007	0.0010	0.0059
25	0.23364	0.0000	0.0000	0.0000	-0.0626	0.0760	0.0172	-0.0005	0.0029	0.0033	0.0072	0.0015	0.0097
26	0.24438	0.0000	0.0000	0.0000	-0.0831	0.0787	-0.0613	0.0031	-0.0009	0.0005	-0.0045	-0.0102	0.0039
