FILE_VERSION	2.0.0
NO_OF_FRAMES	3498
NO_OF_CAMERAS	19
NO_OF_MARKERS	41
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2026-03-24, 10:51:29.442	66508.57593660
DATA_INCLUDED	3D
MARKER_NAMES	HeadFront	HeadL	HeadR	Chest	LShoulderTop	RShoulderTop	SpineThoracic2	SpineThoracic12	WaistBack	WaistLFront	WaistRFront	WaistL	WaistR	LArm	RArm	LElbowOut	LElbowIn	RelbowOut	RElbowIn	LWristIn	LWristOut	LHand2	RWristIn	RWristOut	RHand2	LThighFrontLow	RThighFrontLow	LKneeOut	LKneeIn	RKneeIn	RKneeOut	LShinFrontHigh	RShinFrontHigh	LHeelBack	RHeelBack	LAnkleOut	RAnkleOut	LForefoot5	RForefoot5	LForefoot2	RForefoot2
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	HeadFront X	HeadFront Y	HeadFront Z	HeadL X	HeadL Y	HeadL Z	HeadR X	HeadR Y	HeadR Z	Chest X	Chest Y	Chest Z	LShoulderTop X	LShoulderTop Y	LShoulderTop Z	RShoulderTop X	RShoulderTop Y	RShoulderTop Z	SpineThoracic2 X	SpineThoracic2 Y	SpineThoracic2 Z	SpineThoracic12 X	SpineThoracic12 Y	SpineThoracic12 Z	WaistBack X	WaistBack Y	WaistBack Z	WaistLFront X	WaistLFront Y	WaistLFront Z	WaistRFront X	WaistRFront Y	WaistRFront Z	WaistL X	WaistL Y	WaistL Z	WaistR X	WaistR Y	WaistR Z	LArm X	LArm Y	LArm Z	RArm X	RArm Y	RArm Z	LElbowOut X	LElbowOut Y	LElbowOut Z	LElbowIn X	LElbowIn Y	LElbowIn Z	RelbowOut X	RelbowOut Y	RelbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	LWristIn X	LWristIn Y	LWristIn Z	LWristOut X	LWristOut Y	LWristOut Z	LHand2 X	LHand2 Y	LHand2 Z	RWristIn X	RWristIn Y	RWristIn Z	RWristOut X	RWristOut Y	RWristOut Z	RHand2 X	RHand2 Y	RHand2 Z	LThighFrontLow X	LThighFrontLow Y	LThighFrontLow Z	RThighFrontLow X	RThighFrontLow Y	RThighFrontLow Z	LKneeOut X	LKneeOut Y	LKneeOut Z	LKneeIn X	LKneeIn Y	LKneeIn Z	RKneeIn X	RKneeIn Y	RKneeIn Z	RKneeOut X	RKneeOut Y	RKneeOut Z	LShinFrontHigh X	LShinFrontHigh Y	LShinFrontHigh Z	RShinFrontHigh X	RShinFrontHigh Y	RShinFrontHigh Z	LHeelBack X	LHeelBack Y	LHeelBack Z	RHeelBack X	RHeelBack Y	RHeelBack Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	LForefoot5 X	LForefoot5 Y	LForefoot5 Z	RForefoot5 X	RForefoot5 Y	RForefoot5 Z	LForefoot2 X	LForefoot2 Y	LForefoot2 Z	RForefoot2 X	RForefoot2 Y	RForefoot2 Z	
1	0.00000	-168.979	1663.806	742.546	-265.408	1604.279	872.297	-63.520	1598.812	870.013	-170.610	1297.682	764.377	-351.763	1417.772	893.827	21.408	1396.432	887.989	-172.245	1418.504	998.251	-174.765	1190.444	1028.824	-170.741	1050.919	1006.958	-311.198	992.047	775.845	-42.133	977.467	762.943	-366.848	1015.453	868.664	17.016	996.276	868.593	-405.119	1164.189	962.710	60.144	1180.638	960.029	-448.779	1049.873	829.800	-375.726	1010.667	925.191	114.889	1061.926	900.709	6.928	1027.853	917.129	-381.421	839.832	771.993	-455.871	808.824	834.683	-424.342	748.965	727.681	57.988	820.984	764.762	114.741	794.038	846.317	103.265	738.733	741.362	-327.490	647.340	795.840	-55.707	647.732	782.472	-342.705	448.069	912.656	-213.831	473.990	843.055	-134.382	469.129	854.716	2.364	456.457	918.192	-287.691	307.004	847.607	-43.565	307.920	855.439	-274.883	25.888	975.147	-60.330	27.346	989.252	-342.828	41.379	915.646	-7.033	64.838	928.057	-343.526	27.075	760.845	0.097	28.162	792.635	-279.329	28.589	745.404	-57.793	47.539	768.866
2	0.01000	-169.086	1664.020	743.462	-265.622	1604.276	873.083	-63.740	1598.613	870.798	-170.998	1297.618	764.622	-352.098	1417.825	894.699	21.102	1396.259	888.398	-172.683	1418.142	998.682	-175.093	1190.185	1029.067	-171.026	1050.656	1006.949	-311.399	992.025	775.663	-42.327	977.605	762.834	-367.094	1015.283	868.587	16.698	996.322	868.591	-405.480	1164.102	962.980	59.811	1180.326	960.100	-449.357	1050.020	829.925	-376.211	1010.615	925.140	114.427	1061.519	900.509	6.497	1027.641	917.030	-382.167	840.091	771.643	-456.735	808.884	834.438	-425.191	749.301	727.196	57.566	820.878	764.142	114.165	793.855	845.722	102.484	738.859	740.723	-327.350	647.159	795.927	-55.816	647.763	782.327	-342.855	448.034	913.002	-214.040	471.926	846.915	-134.497	469.167	854.567	2.270	456.529	918.102	-287.714	307.035	848.046	-43.662	307.932	855.378	-274.936	25.743	975.165	-60.338	27.338	989.272	-342.879	41.292	915.706	-6.886	65.057	928.029	-343.531	27.093	760.856	0.074	28.171	792.618	-279.361	28.596	745.397	-57.960	47.659	768.970
3	0.02000	-169.237	1664.265	744.403	-265.835	1604.267	873.832	-63.703	1598.343	871.645	-171.370	1297.699	764.920	-352.438	1417.818	895.210	20.787	1396.106	888.792	-173.000	1417.965	999.146	-175.464	1189.924	1029.266	-171.322	1050.445	1006.901	-311.585	992.044	775.477	-42.529	977.748	762.738	-367.342	1015.174	868.542	16.436	996.386	868.550	-405.737	1164.121	963.252	59.466	1180.029	960.186	-449.991	1050.167	830.104	-376.721	1010.598	925.093	113.976	1061.316	900.340	6.099	1027.493	916.958	-382.907	840.317	771.382	-457.232	809.123	834.139	-426.030	749.655	726.804	56.954	820.889	763.661	113.563	793.732	845.186	101.560	739.089	740.132	-327.383	647.014	795.904	-55.891	647.831	782.167	-343.081	448.025	913.433	-213.925	473.103	846.363	-134.605	469.226	854.378	2.112	456.581	918.005	-287.801	307.172	848.494	-43.767	307.943	855.301	-275.023	25.599	975.190	-60.366	27.344	989.294	-342.935	41.224	915.741	-6.901	65.082	928.030	-343.557	27.089	760.879	0.005	28.254	792.558	-279.407	28.600	745.435	-57.844	47.645	768.958
4	0.03000	-169.612	1664.587	745.016	-266.385	1604.284	873.827	-64.097	1598.355	872.249	-171.730	1297.797	765.132	-352.829	1417.862	895.902	20.467	1395.956	889.187	-173.313	1417.760	999.505	-175.821	1189.722	1029.430	-171.599	1050.294	1006.834	-311.769	992.111	775.261	-42.688	977.916	762.648	-367.602	1015.036	868.490	17.757	996.623	866.603	-406.133	1164.074	963.472	59.130	1179.796	960.281	-450.611	1050.265	830.239	-377.030	1010.287	925.259	113.506	1061.107	900.205	5.661	1027.402	916.923	-383.680	840.531	771.114	-458.205	809.345	833.957	-426.895	749.934	726.479	56.318	820.924	763.156	112.932	793.599	844.620	101.258	738.789	739.372	-327.321	646.648	796.422	-55.955	647.881	782.007	-343.810	448.255	913.838	-213.616	473.212	846.575	-134.728	469.214	854.132	1.960	456.614	917.899	-287.893	307.168	848.916	-43.808	307.884	855.176	-275.108	25.476	975.221	-60.879	27.543	988.084	-343.106	41.009	916.150	-7.257	65.013	927.843	-343.576	27.029	760.906	0.067	28.135	792.592	-279.429	28.587	745.435	-57.821	47.552	768.898
5	0.04000	-169.855	1664.842	745.913	-266.338	1604.265	875.359	-64.364	1598.238	872.993	-172.063	1297.948	765.421	-353.142	1417.888	896.361	20.142	1395.914	889.589	-173.645	1417.601	999.931	-176.175	1189.545	1029.594	-171.902	1050.157	1006.835	-311.941	992.203	775.054	-42.859	978.079	762.569	-367.828	1015.039	868.349	17.364	996.655	866.676	-406.490	1164.082	963.692	58.814	1179.611	960.389	-451.268	1050.477	830.400	-377.562	1010.277	925.267	113.020	1060.976	900.085	5.239	1027.338	916.875	-384.486	840.751	770.941	-458.905	809.535	833.770	-427.792	750.262	726.230	55.617	821.044	762.702	112.243	793.545	844.117	100.488	738.935	738.821	-327.353	646.512	796.479	-55.989	647.956	781.825	-344.038	448.286	914.242	-213.871	473.294	847.122	-134.826	469.230	853.875	1.733	456.660	917.770	-288.032	307.289	849.349	-43.897	307.910	855.094	-275.180	25.405	975.249	-60.915	27.538	988.100	-343.170	40.961	916.221	-7.277	65.048	927.829	-343.612	27.059	760.923	0.066	28.152	792.566	-279.470	28.602	745.468	-57.817	47.557	768.880
6	0.05000	-170.124	1665.121	746.747	-266.945	1604.290	875.204	-64.500	1598.015	873.851	-172.379	1298.107	765.628	-353.479	1417.917	896.832	19.818	1395.880	889.957	-173.968	1417.445	1000.321	-176.563	1189.337	1029.743	-172.216	1050.033	1006.763	-312.088	992.320	774.853	-42.990	978.263	762.518	-368.041	1015.057	868.231	17.213	996.749	866.457	-406.869	1164.099	963.878	58.484	1179.466	960.508	-451.882	1050.651	830.555	-378.101	1010.298	925.233	112.566	1060.863	899.956	4.812	1027.326	916.875	-385.264	840.917	770.836	-459.722	809.696	833.695	-428.663	750.520	726.031	54.927	821.178	762.263	111.535	793.517	843.607	99.758	739.023	738.224	-327.400	646.321	796.708	-56.027	647.997	781.685	-344.254	448.323	914.754	-213.844	473.244	847.693	-134.925	469.210	853.620	1.510	456.683	917.659	-288.149	307.362	849.765	-43.982	307.886	854.993	-275.231	25.351	975.266	-60.988	27.516	987.994	-343.235	40.919	916.346	-7.347	65.067	927.791	-343.632	27.071	760.923	0.068	28.107	792.530	-279.514	28.620	745.489	-57.814	47.501	768.857
7	0.06000	-170.382	1665.393	747.620	-266.941	1604.270	876.858	-64.968	1598.096	874.395	-172.659	1298.220	765.852	-353.771	1417.896	897.104	19.501	1395.876	890.338	-174.316	1417.318	1000.677	-176.902	1189.169	1029.838	-172.563	1049.898	1006.740	-312.264	992.414	774.650	-43.145	978.415	762.478	-368.290	1015.106	868.027	16.824	996.781	866.490	-407.229	1164.107	964.019	58.179	1179.373	960.646	-452.495	1050.805	830.682	-378.669	1010.308	925.246	112.076	1060.787	899.881	4.375	1027.319	916.850	-386.064	841.079	770.728	-460.478	809.856	833.630	-429.576	750.731	725.900	54.193	821.356	761.843	110.810	793.520	843.142	98.905	739.216	737.679	-327.543	646.243	796.784	-56.047	648.049	781.551	-344.455	448.330	915.198	-214.094	473.145	848.438	-135.045	469.176	853.325	1.288	456.691	917.572	-288.310	307.485	850.170	-44.076	307.889	854.857	-275.269	25.284	975.305	-61.018	27.565	988.056	-343.279	40.862	916.327	-7.378	65.092	927.779	-343.673	27.073	760.946	0.045	28.065	792.493	-279.561	28.638	745.522	-57.841	47.448	768.823
8	0.07000	-170.707	1665.698	748.455	-267.576	1604.272	876.548	-65.274	1598.041	875.093	-172.901	1298.366	765.995	-354.064	1417.901	897.393	19.192	1395.878	890.680	-174.657	1417.165	1001.000	-177.261	1189.019	1029.936	-172.936	1049.771	1006.695	-312.419	992.499	774.472	-43.308	978.562	762.427	-368.542	1015.111	867.876	16.568	996.827	866.420	-407.599	1164.130	964.160	57.856	1179.296	960.757	-453.098	1050.930	830.801	-379.246	1010.325	925.258	111.617	1060.756	899.820	3.964	1027.320	916.846	-386.882	841.200	770.684	-461.283	809.994	833.600	-430.459	750.898	725.820	53.477	821.554	761.463	110.074	793.544	842.686	98.089	739.383	737.136	-327.691	646.125	796.950	-56.065	648.075	781.435	-344.652	448.345	915.630	-214.257	473.124	848.889	-135.174	469.133	853.066	1.045	456.700	917.488	-288.473	307.552	850.524	-44.199	307.856	854.761	-275.314	25.241	975.331	-60.529	27.923	987.645	-343.353	40.810	916.391	-7.447	65.104	927.763	-343.723	27.077	760.960	0.033	28.033	792.472	-279.617	28.654	745.553	-57.853	47.410	768.761
9	0.08000	-171.022	1665.989	749.266	-267.597	1604.233	878.195	-65.477	1597.894	875.876	-173.150	1298.463	766.130	-354.368	1417.863	897.623	18.877	1395.915	891.009	-175.001	1417.025	1001.282	-177.651	1188.840	1030.022	-173.265	1049.658	1006.634	-312.592	992.544	774.293	-43.500	978.652	762.389	-368.799	1015.104	867.756	16.262	996.798	866.412	-407.974	1164.117	964.258	57.543	1179.245	960.895	-453.695	1051.038	830.893	-379.830	1010.316	925.294	111.203	1060.721	899.783	3.565	1027.316	916.849	-387.654	841.230	770.721	-462.107	810.103	833.607	-431.354	750.987	725.840	52.722	821.769	761.072	109.327	793.555	842.270	97.233	739.573	736.608	-327.891	646.030	797.098	-56.066	648.091	781.348	-344.829	448.341	916.029	-214.436	473.085	849.332	-135.302	469.087	852.837	0.788	456.674	917.461	-288.618	307.622	850.835	-44.307	307.830	854.669	-275.339	25.180	975.348	-60.626	27.902	987.672	-343.388	40.777	916.450	-7.526	65.136	927.755	-343.767	27.092	760.977	0.028	28.002	792.453	-279.662	28.674	745.580	-57.844	47.363	768.762
10	0.09000	-171.383	1666.306	750.078	-268.272	1604.197	877.792	-65.993	1598.026	876.369	-173.373	1298.592	766.244	-354.675	1417.814	897.814	18.584	1395.917	891.313	-175.349	1416.864	1001.531	-178.025	1188.682	1030.126	-173.618	1049.533	1006.588	-312.786	992.584	774.127	-43.675	978.719	762.351	-369.077	1015.115	867.604	15.873	996.784	866.436	-408.313	1164.108	964.327	57.212	1179.199	961.037	-454.297	1051.085	830.997	-380.399	1010.281	925.310	110.775	1060.664	899.784	3.171	1027.301	916.851	-388.477	841.228	770.764	-462.927	810.167	833.676	-432.260	751.042	725.840	51.994	821.987	760.725	108.595	793.564	841.836	96.360	739.796	736.094	-328.086	645.937	797.232	-56.103	648.099	781.301	-344.991	448.367	916.327	-214.603	473.062	849.636	-135.443	469.031	852.645	0.493	456.675	917.473	-288.767	307.698	851.061	-44.424	307.821	854.641	-275.356	25.135	975.375	-60.634	27.946	987.628	-343.422	40.738	916.472	-7.586	65.162	927.735	-343.806	27.088	760.999	0.042	28.002	792.445	-279.707	28.696	745.613	-57.852	47.342	768.744
